TicketNumber,Latitude,Longitude,Zip,ClassificationType,CensusTract,CensusBlock,CountyName,Date,Time,Hour,CensusTract_2010,CensusBlock_2010,CountyName_2010,GEOID_2010,CensusTract_2010_ID,CensusTract_2010_NAME,CensusBlock_2010_ID,CensusBlock_2010_NAME
QL19009812,40.759370000000004,-73.79054000000001,11358,M,1175.0,4007,Queens County,12/22/2019,04:43 PM,04 PM,1175,4007,Queens County,360811175004007,117500,Census Tract 1175,4007,Block 4007
WL19015310,40.927640000000004,-73.74636,10538,M,71.0,1005,Westchester County,12/22/2019,08:10 AM,08 AM,71,1006,Westchester County,361190071001006,007100,Census Tract 71,1006,Block 1006
WL19015314,41.20985,-73.88973,10520,P,139.0,4000,Westchester County,12/22/2019,10:00 AM,10 AM,139,4000,Westchester County,361190139004000,013900,Census Tract 139,4000,Block 4000
WL19015323,40.953070000000004,-73.71325999999999,10580,M,75.0,3023,Westchester County,12/22/2019,12:47 PM,12 PM,75,3023,Westchester County,361190075003023,007500,Census Tract 75,3023,Block 3023
WL19015334,40.94601,-73.88723,10703,M,6.01,2001,Westchester County,12/22/2019,08:10 PM,08 PM,6,2001,Westchester County,361190006002001,000600,Census Tract 6,2001,Block 2001
WL19015336,40.965559999999996,-73.86969,10710,P,19.0,1007,Westchester County,12/22/2019,09:11 PM,09 PM,19,1007,Westchester County,361190019001007,001900,Census Tract 19,1007,Block 1007
ML19020087,40.78297,-73.9553,10128,P,150.02,1000,New York County,12/23/2019,09:18 AM,09 AM,150.02,1000,New York County,360610150021000,015002,Census Tract 150.02,1000,Block 1000
ML19020098,40.79092,-73.93913,10029,P,170.0,5000,New York County,12/23/2019,11:16 AM,11 AM,170,5000,New York County,360610170005000,017000,Census Tract 170,5000,Block 5000
ML19020114,40.7179,-74.00624,10013,M,33.0,2007,New York County,12/23/2019,03:38 PM,03 PM,33,2007,New York County,360610033002007,003300,Census Tract 33,2007,Block 2007
ML19020123,40.742940000000004,-73.99085,10010,P,58.0,1007,New York County,12/23/2019,05:47 PM,05 PM,58,1007,New York County,360610058001007,005800,Census Tract 58,1007,Block 1007
ML19020132,40.72094,-73.9888,10002,M,30.01,2002,New York County,12/23/2019,10:43 PM,10 PM,30.01,2002,New York County,360610030012002,003001,Census Tract 30.01,2002,Block 2002
QL19009826,40.73093,-73.8005,11365,P,1241.0,1002,Queens County,12/23/2019,10:57 AM,10 AM,1241,1002,Queens County,360811241001002,124100,Census Tract 1241,1002,Block 1002
QL19009828,40.73061,-73.79381,11365,P,1247.0,2009,Queens County,12/23/2019,11:18 AM,11 AM,1247,2009,Queens County,360811247002009,124700,Census Tract 1247,2009,Block 2009
QL19009836,40.73093,-73.8005,11365,P,1241.0,1002,Queens County,12/23/2019,12:44 PM,12 PM,1241,1002,Queens County,360811241001002,124100,Census Tract 1241,1002,Block 1002
QL19009838,40.77363,-73.77766,11360,P,1093.0,3006,Queens County,12/23/2019,01:13 PM,01 PM,1093,3006,Queens County,360811093003006,109300,Census Tract 1093,3006,Block 3006
WL19015344,40.92458,-73.76834000000001,10801,M,59.02,2002,Westchester County,12/23/2019,10:00 AM,10 AM,59.02,2002,Westchester County,361190059022002,005902,Census Tract 59.02,2002,Block 2002
XL19016627,40.82925,-73.85994000000001,10472,P,72.0,1002,Bronx County,12/23/2019,08:02 AM,08 AM,72,1002,Bronx County,360050072001002,007200,Census Tract 72,1002,Block 1002
XL19016628,40.90218,-73.84161,10466,M,444.0,4001,Bronx County,12/23/2019,08:10 AM,08 AM,444,4001,Bronx County,360050444004001,044400,Census Tract 444,4001,Block 4001
XL19016665,40.87471,-73.90357,10463,M,273.0,1003,Bronx County,12/23/2019,02:55 PM,02 PM,273,1003,Bronx County,360050273001003,027300,Census Tract 273,1003,Block 1003
ML19020148,40.70577,-74.00697,10005,P,7.0,1005,New York County,12/24/2019,12:11 PM,12 PM,7,1005,New York County,360610007001005,000700,Census Tract 7,1005,Block 1005
QL19009871,40.74568,-73.78291,11365,P,1409.02,1000,Queens County,12/24/2019,11:39 PM,11 PM,1409.02,1000,Queens County,360811409021000,140902,Census Tract 1409.02,1000,Block 1000
QL19009872,40.74573,-73.78275,11365,P,1409.02,1000,Queens County,12/24/2019,11:40 PM,11 PM,1409.02,1000,Queens County,360811409021000,140902,Census Tract 1409.02,1000,Block 1000
WL19015392,40.99819,-73.7703,10583,M,99.0,2001,Westchester County,12/24/2019,09:57 AM,09 AM,99,2001,Westchester County,361190099002001,009900,Census Tract 99,2001,Block 2001
WL19015395,40.94234,-73.75574,10538,M,69.0,3036,Westchester County,12/24/2019,10:52 AM,10 AM,69,3036,Westchester County,361190069003036,006900,Census Tract 69,3036,Block 3036
WL19015398,40.9794,-73.78166,10583,M,68.01,2010,Westchester County,12/24/2019,12:15 PM,12 PM,68.01,2010,Westchester County,361190068012010,006801,Census Tract 68.01,2010,Block 2010
WL19015501,40.936679999999996,-73.86166,10701,M,23.0,2012,Westchester County,12/24/2019,07:58 PM,07 PM,23,2012,Westchester County,361190023002012,002300,Census Tract 23,2012,Block 2012
WL19015515,40.94911,-73.86961,10701,M,17.01,6009,Westchester County,12/24/2019,10:03 PM,10 PM,17,6009,Westchester County,361190017006009,001700,Census Tract 17,6009,Block 6009
WL19015519,40.94575,-73.87139,10701,P,17.01,3003,Westchester County,12/24/2019,10:55 PM,10 PM,17,3003,Westchester County,361190017003003,001700,Census Tract 17,3003,Block 3003
WL19015544,40.96477,-73.86976,10710,P,19.0,1007,Westchester County,12/25/2019,03:09 AM,03 AM,19,1007,Westchester County,361190019001007,001900,Census Tract 19,1007,Block 1007
ML19020183,40.73556,-73.98659,10003,M,50.0,5000,New York County,12/25/2019,01:32 PM,01 PM,50,5000,New York County,360610050005000,005000,Census Tract 50,5000,Block 5000
ML19020196,40.71008,-74.00744,10038,P,15.01,1015,New York County,12/25/2019,08:40 PM,08 PM,15.01,1015,New York County,360610015011015,001501,Census Tract 15.01,1015,Block 1015
QL19009882,40.75092,-73.79044,11358,M,1459.0,3002,Queens County,12/25/2019,10:03 PM,10 PM,1459,3002,Queens County,360811459003002,145900,Census Tract 1459,3002,Block 3002
WL19015548,40.99819,-73.7703,10583,M,99.0,2001,Westchester County,12/25/2019,10:11 AM,10 AM,99,2001,Westchester County,361190099002001,009900,Census Tract 99,2001,Block 2001
WL19015557,40.98407,-73.69631,10580,M,77.0,3005,Westchester County,12/25/2019,02:55 PM,02 PM,77,3005,Westchester County,361190077003005,007700,Census Tract 77,3005,Block 3005
WL19015568,40.97638,-73.78998,10583,P,68.01,4011,Westchester County,12/25/2019,11:41 PM,11 PM,68.01,4011,Westchester County,361190068014011,006801,Census Tract 68.01,4011,Block 4011
ML19020218,40.83728,-73.94008000000001,10032,M,245.0,1001,New York County,12/26/2019,01:41 PM,01 PM,245,1001,New York County,360610245001001,024500,Census Tract 245,1001,Block 1001
ML19020240,40.74325,-73.99158,10010,P,58.0,1007,New York County,12/27/2019,12:38 AM,12 AM,58,1007,New York County,360610058001007,005800,Census Tract 58,1007,Block 1007
QL19009894,40.75822,-73.94117,11101,M,85.0,2002,Queens County,12/26/2019,10:07 AM,10 AM,85,2002,Queens County,360810085002002,008500,Census Tract 85,2002,Block 2002
QL19009909,40.76764,-73.78624,11361,M,1099.0,1006,Queens County,12/26/2019,03:43 PM,03 PM,1099,1006,Queens County,360811099001006,109900,Census Tract 1099,1006,Block 1006
QL19009910,40.7376,-73.71534,11426,M,1571.01,6007,Queens County,12/26/2019,04:49 PM,04 PM,1571.01,6007,Queens County,360811571016007,157101,Census Tract 1571.01,6007,Block 6007
WL19015573,40.962559999999996,-73.80404,10709,M,50.02,3013,Westchester County,12/26/2019,07:37 AM,07 AM,50.02,3013,Westchester County,361190050023013,005002,Census Tract 50.02,3013,Block 3013
WL19015585,41.03575,-73.86528,10533,M,113.0,4015,Westchester County,12/26/2019,12:57 PM,12 PM,113,4015,Westchester County,361190113004015,011300,Census Tract 113,4015,Block 4015
WL19015590,41.04802,-73.81022,10523,M,112.0,2040,Westchester County,12/26/2019,02:16 PM,02 PM,112,2040,Westchester County,361190112002040,011200,Census Tract 112,2040,Block 2040
WL19015603,40.9093,-73.78028,10801,M,59.01,3002,Westchester County,12/26/2019,05:34 PM,05 PM,59.01,3002,Westchester County,361190059013002,005901,Census Tract 59.01,3002,Block 3002
WL19015614,40.94845,-73.77245,10804,M,67.0,1008,Westchester County,12/26/2019,10:09 PM,10 PM,67,1008,Westchester County,361190067001008,006700,Census Tract 67,1008,Block 1008
XL19016755,40.903459999999995,-73.8549,10470,P,414.0,4013,Bronx County,12/26/2019,09:46 AM,09 AM,414,4013,Bronx County,360050414004013,041400,Census Tract 414,4013,Block 4013
XL19016794,40.81735,-73.91971,10451,M,65.0,3000,Bronx County,12/26/2019,07:05 PM,07 PM,65,3000,Bronx County,360050065003000,006500,Census Tract 65,3000,Block 3000
QL19009948,40.741690000000006,-73.81303,11355,M,1215.0,2007,Queens County,12/27/2019,04:35 PM,04 PM,1215,2007,Queens County,360811215002007,121500,Census Tract 1215,2007,Block 2007
WL19015619,40.90573,-73.83176,10550,M,32.0,2004,Westchester County,12/27/2019,07:49 AM,07 AM,32,2004,Westchester County,361190032002004,003200,Census Tract 32,2004,Block 2004
WL19015620,41.04152,-73.86186,10533,M,113.0,1007,Westchester County,12/27/2019,07:49 AM,07 AM,113,1007,Westchester County,361190113001007,011300,Census Tract 113,1007,Block 1007
WL19015625,41.04198,-73.86012,10533,M,113.0,1007,Westchester County,12/27/2019,10:00 AM,10 AM,113,1007,Westchester County,361190113001007,011300,Census Tract 113,1007,Block 1007
WL19015634,40.982820000000004,-73.83731,10710,P,21.01,2004,Westchester County,12/27/2019,11:06 AM,11 AM,21.01,2004,Westchester County,361190021012004,002101,Census Tract 21.01,2004,Block 2004
WL19015639,41.15513,-73.85579,10510,M,132.02,2012,Westchester County,12/27/2019,11:40 AM,11 AM,132.02,2010,Westchester County,361190132022010,013202,Census Tract 132.02,2010,Block 2010
WL19015647,40.91104,-73.86406,10704,M,15.04,4006,Westchester County,12/27/2019,12:14 PM,12 PM,15.04,4006,Westchester County,361190015044006,001504,Census Tract 15.04,4006,Block 4006
WL19015653,40.9359,-73.8564,10704,P,23.0,2026,Westchester County,12/27/2019,01:25 PM,01 PM,23,2026,Westchester County,361190023002026,002300,Census Tract 23,2026,Block 2026
WL19015658,40.992129999999996,-73.66738000000001,10573,P,78.0,3003,Westchester County,12/27/2019,02:23 PM,02 PM,78,3003,Westchester County,361190078003003,007800,Census Tract 78,3003,Block 3003
WL19015671,41.052170000000004,-73.81356,10523,P,112.0,3025,Westchester County,12/27/2019,06:57 PM,06 PM,112,3025,Westchester County,361190112003025,011200,Census Tract 112,3025,Block 3025
WL19015673,40.92972,-73.82431,10552,M,151.0,2013,Westchester County,12/27/2019,07:20 PM,07 PM,44,2013,Westchester County,361190044002013,004400,Census Tract 44,2013,Block 2013
WL19015677,40.95094,-73.69116,10580,M,76.0,2005,Westchester County,12/27/2019,09:26 PM,09 PM,76,2005,Westchester County,361190076002005,007600,Census Tract 76,2005,Block 2005
WL19015680,40.91975,-73.7705,10801,P,59.02,2017,Westchester County,12/28/2019,12:36 AM,12 AM,59.02,2017,Westchester County,361190059022017,005902,Census Tract 59.02,2017,Block 2017
QL19009955,40.747370000000004,-73.71608,11004,M,1551.04,4003,Queens County,12/28/2019,08:43 AM,08 AM,1551.02,4002,Queens County,360811551024002,155102,Census Tract 1551.02,4002,Block 4002
QL19009959,40.75725,-73.81047,11355,P,1189.0,1007,Queens County,12/28/2019,12:49 PM,12 PM,1189,1007,Queens County,360811189001007,118900,Census Tract 1189,1007,Block 1007
QL19009964,40.74219,-73.93408000000001,11101,P,199.01,1004,Queens County,12/28/2019,08:46 PM,08 PM,199,1004,Queens County,360810199001004,019900,Census Tract 199,1004,Block 1004
WL19015684,40.89718,-73.80396999999999,10803,M,55.0,1017,Westchester County,12/28/2019,05:30 AM,05 AM,55,1017,Westchester County,361190055001017,005500,Census Tract 55,1017,Block 1017
WL19015695,41.04658,-73.86079000000001,10533,M,113.0,1013,Westchester County,12/28/2019,12:28 PM,12 PM,113,1013,Westchester County,361190113001013,011300,Census Tract 113,1013,Block 1013
WL19015703,40.99519,-73.75809,10583,M,98.0,2000,Westchester County,12/28/2019,04:47 PM,04 PM,98,2000,Westchester County,361190098002000,009800,Census Tract 98,2000,Block 2000
WL19015709,40.91945,-73.8085,10803,M,53.0,2002,Westchester County,12/28/2019,06:28 PM,06 PM,53,2002,Westchester County,361190053002002,005300,Census Tract 53,2002,Block 2002
WL19015717,40.9467,-73.89187,10703,M,6.02,4001,Westchester County,12/29/2019,12:37 AM,12 AM,6,4001,Westchester County,361190006004001,000600,Census Tract 6,4001,Block 4001
ML19020315,40.78967,-73.96985,10024,P,177.0,6000,New York County,12/29/2019,07:22 AM,07 AM,177,6000,New York County,360610177006000,017700,Census Tract 177,6000,Block 6000
ML19020324,40.71693,-73.9987,10013,M,29.02,2001,New York County,12/29/2019,02:43 PM,02 PM,29,2001,New York County,360610029002001,002900,Census Tract 29,2001,Block 2001
ML19020325,40.78844,-73.94906,10029,M,166.0,6000,New York County,12/29/2019,02:46 PM,02 PM,166,6000,New York County,360610166006000,016600,Census Tract 166,6000,Block 6000
WL19015725,40.99255,-73.76091,10583,P,98.0,2026,Westchester County,12/29/2019,11:20 AM,11 AM,98,2026,Westchester County,361190098002026,009800,Census Tract 98,2026,Block 2026
WL19015733,41.02727,-73.80238,10530,M,108.03,2013,Westchester County,12/29/2019,05:18 PM,05 PM,108.03,2013,Westchester County,361190108032013,010803,Census Tract 108.03,2013,Block 2013
XL19016894,40.88973,-73.83673,10466,P,426.0,3000,Bronx County,12/29/2019,09:08 PM,09 PM,426,3000,Bronx County,360050426003000,042600,Census Tract 426,3000,Block 3000
QL19010003,40.719640000000005,-73.82554,11367,P,779.03,3002,Queens County,12/30/2019,06:16 PM,06 PM,779.03,3002,Queens County,360810779033002,077903,Census Tract 779.03,3002,Block 3002
XL19016915,40.8747,-73.90357,10463,P,273.0,1003,Bronx County,12/30/2019,12:50 PM,12 PM,273,1003,Bronx County,360050273001003,027300,Census Tract 273,1003,Block 1003
ML19020412,40.74907,-73.98603,10016,M,76.0,1000,New York County,12/31/2019,01:21 PM,01 PM,76,1000,New York County,360610076001000,007600,Census Tract 76,1000,Block 1000
QL19010031,40.74565,-73.92484,11104,P,181.01,2001,Queens County,12/31/2019,04:58 PM,04 PM,181.01,2001,Queens County,360810181012001,018101,Census Tract 181.01,2001,Block 2001
WL19015783,41.07626,-73.85834,10591,M,115.0,1022,Westchester County,12/31/2019,09:47 AM,09 AM,115,1022,Westchester County,361190115001022,011500,Census Tract 115,1022,Block 1022
WL19015786,40.94443,-73.77646,10804,M,67.0,1016,Westchester County,12/31/2019,10:08 AM,10 AM,67,1016,Westchester County,361190067001016,006700,Census Tract 67,1016,Block 1016
WL19015788,41.15513,-73.85579,10510,M,132.02,2012,Westchester County,12/31/2019,10:30 AM,10 AM,132.02,2010,Westchester County,361190132022010,013202,Census Tract 132.02,2010,Block 2010
WL19015790,40.92179,-73.88809,10705,P,13.01,2013,Westchester County,12/31/2019,11:02 AM,11 AM,13.01,2013,Westchester County,361190013012013,001301,Census Tract 13.01,2013,Block 2013
WL19015791,41.13282,-73.86576,10510,M,132.01,2052,Westchester County,12/31/2019,11:38 AM,11 AM,132.01,2052,Westchester County,361190132012052,013201,Census Tract 132.01,2052,Block 2052
WL19015796,41.04802,-73.81022,10523,M,112.0,2040,Westchester County,12/31/2019,12:29 PM,12 PM,112,2040,Westchester County,361190112002040,011200,Census Tract 112,2040,Block 2040
WL19015799,40.92168,-73.75433000000001,10538,M,71.0,3014,Westchester County,12/31/2019,01:02 PM,01 PM,71,3014,Westchester County,361190071003014,007100,Census Tract 71,3014,Block 3014
WL19015805,41.06688,-73.85540999999999,10591,M,114.01,2004,Westchester County,12/31/2019,03:56 PM,03 PM,114,2004,Westchester County,361190114002004,011400,Census Tract 114,2004,Block 2004
ML20000025,40.72011,-74.00288,10013,P,47.0,2014,New York County,01/01/2020,08:32 PM,08 PM,47,2014,New York County,360610047002014,004700,Census Tract 47,2014,Block 2014
WL20000016,41.03897,-73.81011,10607,P,109.03,4041,Westchester County,01/01/2020,06:26 PM,06 PM,109.03,4041,Westchester County,361190109034041,010903,Census Tract 109.03,4041,Block 4041
XL20000023,40.810109999999995,-73.92359,10454,M,39.0,2001,Bronx County,01/01/2020,08:23 PM,08 PM,39,2001,Bronx County,360050039002001,003900,Census Tract 39,2001,Block 2001
ML20000034,40.76144,-73.95772,10065,P,106.02,1000,New York County,01/02/2020,07:47 AM,07 AM,106.02,1000,New York County,360610106021000,010602,Census Tract 106.02,1000,Block 1000
ML20000048,40.70831,-74.00967,10005,P,7.0,1000,New York County,01/02/2020,11:03 AM,11 AM,7,1000,New York County,360610007001000,000700,Census Tract 7,1000,Block 1000
ML20000070,40.76522,-73.98917,10019,M,133.0,4001,New York County,01/02/2020,06:42 PM,06 PM,133,4001,New York County,360610133004001,013300,Census Tract 133,4001,Block 4001
QL20000009,40.77278,-73.77558,11361,P,1093.0,3007,Queens County,01/02/2020,09:09 AM,09 AM,1093,3007,Queens County,360811093003007,109300,Census Tract 1093,3007,Block 3007
QL20000027,40.73859,-73.79726,11365,M,1215.0,1000,Queens County,01/02/2020,12:11 PM,12 PM,1215,1000,Queens County,360811215001000,121500,Census Tract 1215,1000,Block 1000
QL20000034,40.77709,-73.751,11363,M,1483.0,3017,Queens County,01/02/2020,02:36 PM,02 PM,1483,3017,Queens County,360811483003017,148300,Census Tract 1483,3017,Block 3017
QL20000035,40.781459999999996,-73.91561,11105,M,103.0,2001,Queens County,01/02/2020,02:37 PM,02 PM,103,2001,Queens County,360810103002001,010300,Census Tract 103,2001,Block 2001
QL20000039,40.71501,-73.80911,11432,P,230.0,1001,Queens County,01/02/2020,06:48 PM,06 PM,230,1001,Queens County,360810230001001,023000,Census Tract 230,1001,Block 1001
WL19014605,40.95903,-73.72984,10543,M,74.01,3000,Westchester County,12/06/2019,10:47 AM,10 AM,74.01,3000,Westchester County,361190074013000,007401,Census Tract 74.01,3000,Block 3000
WL20000024,40.914970000000004,-73.87732,10705,P,14.02,2004,Westchester County,01/02/2020,07:49 AM,07 AM,14.02,2004,Westchester County,361190014022004,001402,Census Tract 14.02,2004,Block 2004
WL20000025,41.06844,-73.79630999999999,10603,M,109.01,1017,Westchester County,01/02/2020,08:10 AM,08 AM,109.01,1017,Westchester County,361190109011017,010901,Census Tract 109.01,1017,Block 1017
WL20000027,40.941629999999996,-73.79154,10804,P,67.0,3010,Westchester County,01/02/2020,09:20 AM,09 AM,67,3010,Westchester County,361190067003010,006700,Census Tract 67,3010,Block 3010
WL20000029,41.27285,-73.93081,10566,M,141.0,3018,Westchester County,01/02/2020,09:40 AM,09 AM,141,3018,Westchester County,361190141003018,014100,Census Tract 141,3018,Block 3018
WL20000030,40.974059999999994,-73.77287,10583,M,98.0,4012,Westchester County,01/02/2020,09:42 AM,09 AM,98,4012,Westchester County,361190098004012,009800,Census Tract 98,4012,Block 4012
WL20000034,40.94288,-73.84153,10708,P,22.02,4027,Westchester County,01/02/2020,10:19 AM,10 AM,22.02,4027,Westchester County,361190022024027,002202,Census Tract 22.02,4027,Block 4027
WL20000038,41.32512,-73.88268000000001,10567,M,147.03,2011,Westchester County,01/02/2020,11:03 AM,11 AM,147.03,2011,Westchester County,361190147032011,014703,Census Tract 147.03,2011,Block 2011
